NAME,PRICE,CUSINE_CATEGORY,REGION,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,DAYS_OPEN
Restaurant_9575,2008,Seafood,Malad,Dessert Parlor,12noon to 1am,Very Good,2.8,5776,Mon-Sun
Restaurant_9576,1517,Cafe,Malad,Fine Dining,11am to 12midnight,Very Good,3.8,6086,Mon-Sun
Restaurant_9577,923,Fast Food,Chembur,Fine Dining,10am to 11pm,Poor,2.9,2885,Mon-Sun
Restaurant_9578,1391,Italian,Vashi,Fine Dining,11am to 12midnight,Poor,4.3,2171,Mon-Fri
Restaurant_9579,731,Italian,Malad,Casual Dining,11am to 12midnight,Excellent,2.9,6176,Mon-Fri
Restaurant_9580,628,Chinese,Goregaon,Dessert Parlor,10am to 11pm,Average,2.7,8074,Tue-Sun
Restaurant_9581,2080,North Indian,Andheri,Fine Dining,10am to 11pm,Excellent,3.6,1069,Tue-Sun
Restaurant_9582,2269,Fast Food,Andheri,Bar,11am to 12midnight,Excellent,2.7,3266,Mon-Sun
Restaurant_9583,2157,Fast Food,Powai,Bar,12noon to 1am,Average,4.5,6700,Tue-Sun
Restaurant_9584,1439,Chinese,Andheri,Quick Bites,11am to 12midnight,Excellent,4.6,59,Mon-Sun
Restaurant_9585,1396,Seafood,Thane,Bar,10am to 11pm,Excellent,3.8,4984,Mon-Sun
Restaurant_9586,1429,Cafe,Dadar,Dessert Parlor,11am to 12midnight,Good,3.9,6974,Mon-Sun
Restaurant_9587,1333,Fast Food,Thane,Casual Dining,10am to 11pm,Average,2.8,2303,Tue-Sun
Restaurant_9588,2081,Italian,Thane,Dessert Parlor,12noon to 1am,Very Good,3.2,9949,Mon-Sun
Restaurant_9589,1853,Chinese,Dadar,Cafe,12noon to 1am,Poor,2.8,8371,Mon-Sun
Restaurant_9590,2048,Cafe,Powai,Quick Bites,12noon to 1am,Very Good,3.0,2215,Mon-Fri
Restaurant_9591,2227,Cafe,Borivali,Fine Dining,12noon to 1am,Very Good,3.5,2822,Mon-Fri
Restaurant_9592,1001,Fast Food,Goregaon,Casual Dining,12noon to 1am,Poor,4.2,6759,Mon-Sun
Restaurant_9593,990,North Indian,Dadar,Quick Bites,10am to 11pm,Poor,4.3,9251,Tue-Sun
Restaurant_9594,1670,Italian,Chembur,Cafe,11am to 12midnight,Excellent,3.6,4879,Tue-Sun
Restaurant_9595,1924,Cafe,Vashi,Bar,12noon to 1am,Average,3.2,5600,Mon-Fri
Restaurant_9596,2165,Italian,Vashi,Cafe,10am to 11pm,Poor,4.5,1936,Mon-Fri
Restaurant_9597,1288,Fast Food,Vashi,Bar,11am to 12midnight,Average,3.6,5000,Mon-Sun
Restaurant_9598,1648,Chinese,Malad,Quick Bites,11am to 12midnight,Excellent,3.9,4198,Tue-Sun
Restaurant_9599,301,Cafe,Bandra,Quick Bites,12noon to 1am,Very Good,3.2,413,Mon-Fri
Restaurant_9600,840,Fast Food,Bandra,Fine Dining,12noon to 1am,Poor,2.7,468,Tue-Sun
Restaurant_9601,1469,Cafe,Vashi,Fine Dining,11am to 12midnight,Poor,2.9,143,Mon-Fri
Restaurant_9602,1489,Chinese,Goregaon,Quick Bites,11am to 12midnight,Excellent,4.3,4795,Tue-Sun
Restaurant_9603,2100,Italian,Vashi,Fine Dining,10am to 11pm,Average,3.2,7399,Mon-Fri
Restaurant_9604,1571,Italian,Goregaon,Dessert Parlor,12noon to 1am,Average,2.8,7169,Mon-Sun
Restaurant_9605,1636,Cafe,Vashi,Casual Dining,11am to 12midnight,Good,4.1,7594,Tue-Sun
Restaurant_9606,418,Fast Food,Borivali,Dessert Parlor,11am to 12midnight,Very Good,3.7,2264,Tue-Sun
Restaurant_9607,2364,Chinese,Thane,Cafe,12noon to 1am,Good,2.6,5100,Tue-Sun
Restaurant_9608,1157,Seafood,Powai,Casual Dining,10am to 11pm,Average,5.0,4031,Tue-Sun
Restaurant_9609,1994,Italian,Chembur,Quick Bites,10am to 11pm,Good,3.5,7281,Mon-Sun
Restaurant_9610,2413,Seafood,Borivali,Quick Bites,12noon to 1am,Average,4.1,5245,Tue-Sun
Restaurant_9611,823,Cafe,Borivali,Quick Bites,10am to 11pm,Poor,5.0,7652,Tue-Sun
Restaurant_9612,1800,Seafood,Goregaon,Bar,10am to 11pm,Excellent,4.1,7807,Mon-Fri
Restaurant_9613,512,Fast Food,Thane,Cafe,10am to 11pm,Good,3.3,1626,Mon-Fri
Restaurant_9614,1375,Fast Food,Malad,Dessert Parlor,11am to 12midnight,Poor,3.7,8649,Tue-Sun
Restaurant_9615,500,Seafood,Chembur,Fine Dining,11am to 12midnight,Poor,2.8,7960,Mon-Sun
Restaurant_9616,1939,Fast Food,Malad,Cafe,10am to 11pm,Excellent,2.9,5880,Mon-Sun
Restaurant_9617,823,Italian,Goregaon,Bar,12noon to 1am,Excellent,3.3,4767,Tue-Sun
Restaurant_9618,2429,Cafe,Malad,Bar,12noon to 1am,Poor,2.7,7685,Mon-Fri
Restaurant_9619,1235,Seafood,Powai,Cafe,12noon to 1am,Poor,2.8,7838,Mon-Fri
Restaurant_9620,850,Italian,Goregaon,Bar,10am to 11pm,Good,4.6,5299,Mon-Fri
Restaurant_9621,367,Seafood,Vashi,Fine Dining,12noon to 1am,Good,3.1,8971,Mon-Sun
Restaurant_9622,2445,Italian,Bandra,Casual Dining,11am to 12midnight,Very Good,3.3,20,Tue-Sun
Restaurant_9623,1440,Fast Food,Bandra,Quick Bites,12noon to 1am,Very Good,2.9,3835,Mon-Sun
Restaurant_9624,669,Fast Food,Goregaon,Dessert Parlor,12noon to 1am,Poor,3.5,274,Mon-Sun
Restaurant_9625,2073,Cafe,Dadar,Bar,11am to 12midnight,Very Good,4.2,1777,Mon-Fri
Restaurant_9626,645,Fast Food,Malad,Dessert Parlor,11am to 12midnight,Poor,4.9,1162,Mon-Sun
Restaurant_9627,464,Chinese,Powai,Quick Bites,10am to 11pm,Excellent,3.8,6286,Mon-Sun
Restaurant_9628,646,Italian,Thane,Fine Dining,10am to 11pm,Excellent,3.3,4217,Tue-Sun
Restaurant_9629,370,Italian,Bandra,Cafe,10am to 11pm,Good,3.8,7895,Mon-Fri
Restaurant_9630,838,Seafood,Goregaon,Fine Dining,10am to 11pm,Average,2.8,6983,Mon-Sun
Restaurant_9631,1357,Cafe,Borivali,Quick Bites,10am to 11pm,Poor,4.2,4587,Tue-Sun
Restaurant_9632,158,North Indian,Malad,Dessert Parlor,11am to 12midnight,Good,3.3,9836,Mon-Sun
Restaurant_9633,1374,Fast Food,Andheri,Casual Dining,11am to 12midnight,Very Good,4.9,367,Tue-Sun
Restaurant_9634,1970,North Indian,Chembur,Cafe,11am to 12midnight,Poor,4.1,1196,Mon-Fri
Restaurant_9635,185,Chinese,Chembur,Bar,12noon to 1am,Good,3.7,3785,Tue-Sun
Restaurant_9636,862,Cafe,Bandra,Casual Dining,12noon to 1am,Very Good,3.1,5240,Mon-Sun
Restaurant_9637,489,Italian,Bandra,Quick Bites,12noon to 1am,Poor,2.7,2475,Tue-Sun
Restaurant_9638,1303,North Indian,Borivali,Dessert Parlor,10am to 11pm,Good,3.0,8573,Mon-Sun
Restaurant_9639,818,Chinese,Vashi,Dessert Parlor,12noon to 1am,Average,3.9,8583,Mon-Sun
Restaurant_9640,248,Cafe,Bandra,Dessert Parlor,10am to 11pm,Good,3.8,6396,Tue-Sun
Restaurant_9641,682,Chinese,Goregaon,Quick Bites,10am to 11pm,Poor,2.5,6529,Mon-Sun
Restaurant_9642,220,Fast Food,Andheri,Cafe,10am to 11pm,Very Good,4.4,8890,Mon-Fri
Restaurant_9643,2403,North Indian,Borivali,Bar,10am to 11pm,Poor,2.6,7535,Tue-Sun
Restaurant_9644,865,Seafood,Goregaon,Casual Dining,12noon to 1am,Poor,2.7,6350,Mon-Sun
Restaurant_9645,899,Seafood,Bandra,Quick Bites,11am to 12midnight,Good,4.3,2839,Tue-Sun
Restaurant_9646,2206,Cafe,Powai,Dessert Parlor,10am to 11pm,Poor,4.1,9491,Mon-Fri
Restaurant_9647,1121,Chinese,Chembur,Bar,12noon to 1am,Excellent,3.0,4519,Tue-Sun
Restaurant_9648,1569,Italian,Goregaon,Dessert Parlor,10am to 11pm,Average,4.2,1365,Tue-Sun
Restaurant_9649,1209,North Indian,Andheri,Quick Bites,10am to 11pm,Very Good,2.5,1994,Mon-Sun
Restaurant_9650,1350,Seafood,Bandra,Dessert Parlor,11am to 12midnight,Average,3.2,710,Tue-Sun
Restaurant_9651,1749,Seafood,Goregaon,Quick Bites,10am to 11pm,Good,4.4,3685,Tue-Sun
Restaurant_9652,1915,Chinese,Malad,Dessert Parlor,11am to 12midnight,Good,3.7,5054,Mon-Sun
Restaurant_9653,1445,Seafood,Bandra,Quick Bites,12noon to 1am,Excellent,4.6,36,Mon-Fri
Restaurant_9654,1441,Chinese,Chembur,Dessert Parlor,10am to 11pm,Good,2.9,4523,Tue-Sun
Restaurant_9655,1832,North Indian,Malad,Bar,11am to 12midnight,Good,4.7,2419,Mon-Fri
Restaurant_9656,998,Chinese,Thane,Bar,10am to 11pm,Good,3.7,7584,Mon-Fri
Restaurant_9657,2440,Seafood,Chembur,Dessert Parlor,10am to 11pm,Average,2.8,1211,Mon-Sun
Restaurant_9658,584,Chinese,Dadar,Dessert Parlor,10am to 11pm,Excellent,2.6,2593,Tue-Sun
Restaurant_9659,902,Seafood,Borivali,Quick Bites,11am to 12midnight,Poor,2.5,4104,Mon-Sun
Restaurant_9660,1815,Fast Food,Bandra,Quick Bites,12noon to 1am,Very Good,4.1,1353,Mon-Fri
Restaurant_9661,2015,Cafe,Thane,Quick Bites,11am to 12midnight,Excellent,3.1,8420,Mon-Sun
Restaurant_9662,1857,Seafood,Bandra,Cafe,12noon to 1am,Average,2.9,7876,Tue-Sun
Restaurant_9663,1909,Seafood,Goregaon,Dessert Parlor,11am to 12midnight,Poor,4.0,4910,Mon-Sun
Restaurant_9664,2391,Seafood,Vashi,Fine Dining,11am to 12midnight,Poor,3.5,4181,Mon-Fri
Restaurant_9665,1543,Cafe,Dadar,Dessert Parlor,12noon to 1am,Very Good,3.6,8811,Mon-Fri
Restaurant_9666,2052,Fast Food,Andheri,Dessert Parlor,12noon to 1am,Poor,2.8,3778,Tue-Sun
Restaurant_9667,2420,Italian,Thane,Dessert Parlor,12noon to 1am,Excellent,3.1,6389,Tue-Sun
Restaurant_9668,1770,Seafood,Chembur,Quick Bites,11am to 12midnight,Poor,2.7,3860,Mon-Fri
Restaurant_9669,1948,Italian,Malad,Quick Bites,12noon to 1am,Average,3.3,5354,Mon-Fri
Restaurant_9670,619,North Indian,Goregaon,Cafe,10am to 11pm,Poor,3.3,8944,Tue-Sun
Restaurant_9671,1251,Fast Food,Goregaon,Quick Bites,10am to 11pm,Average,4.4,2279,Mon-Sun
Restaurant_9672,1496,Chinese,Andheri,Fine Dining,10am to 11pm,Poor,5.0,7071,Tue-Sun
Restaurant_9673,2306,Italian,Dadar,Dessert Parlor,10am to 11pm,Very Good,5.0,8696,Mon-Sun
Restaurant_9674,751,Fast Food,Vashi,Dessert Parlor,12noon to 1am,Excellent,3.5,3340,Mon-Sun
Restaurant_9675,2323,North Indian,Vashi,Casual Dining,12noon to 1am,Average,4.5,8031,Tue-Sun
Restaurant_9676,2050,Fast Food,Andheri,Quick Bites,10am to 11pm,Poor,3.2,9967,Tue-Sun
Restaurant_9677,310,Chinese,Dadar,Casual Dining,12noon to 1am,Good,2.9,8908,Tue-Sun
Restaurant_9678,685,Seafood,Borivali,Dessert Parlor,10am to 11pm,Good,4.1,5398,Mon-Sun
Restaurant_9679,266,Seafood,Goregaon,Quick Bites,11am to 12midnight,Excellent,3.7,5754,Mon-Sun
Restaurant_9680,1356,Seafood,Powai,Dessert Parlor,12noon to 1am,Average,4.0,5802,Tue-Sun
Restaurant_9681,1305,Cafe,Malad,Casual Dining,11am to 12midnight,Very Good,3.4,4760,Mon-Sun
Restaurant_9682,1838,Cafe,Andheri,Casual Dining,12noon to 1am,Very Good,3.3,3709,Mon-Sun
Restaurant_9683,1152,Cafe,Dadar,Bar,12noon to 1am,Excellent,4.8,8468,Mon-Sun
Restaurant_9684,813,Cafe,Borivali,Bar,12noon to 1am,Very Good,4.7,3431,Tue-Sun
Restaurant_9685,787,North Indian,Bandra,Quick Bites,11am to 12midnight,Poor,2.8,6342,Mon-Fri
Restaurant_9686,429,Fast Food,Malad,Quick Bites,11am to 12midnight,Excellent,4.1,2636,Tue-Sun
Restaurant_9687,1846,North Indian,Malad,Quick Bites,10am to 11pm,Average,3.4,2361,Mon-Sun
Restaurant_9688,1307,Seafood,Vashi,Quick Bites,11am to 12midnight,Very Good,3.9,2564,Mon-Sun
Restaurant_9689,2242,Chinese,Thane,Quick Bites,11am to 12midnight,Poor,3.0,9994,Mon-Sun
Restaurant_9690,884,Cafe,Borivali,Quick Bites,10am to 11pm,Very Good,4.3,1951,Tue-Sun
Restaurant_9691,1040,Fast Food,Vashi,Fine Dining,11am to 12midnight,Excellent,3.3,6247,Mon-Sun
Restaurant_9692,1388,Chinese,Goregaon,Quick Bites,11am to 12midnight,Excellent,4.2,1203,Mon-Sun
Restaurant_9693,1779,North Indian,Malad,Casual Dining,10am to 11pm,Very Good,2.9,9257,Mon-Fri
Restaurant_9694,725,Cafe,Dadar,Casual Dining,11am to 12midnight,Excellent,2.8,2031,Mon-Fri
Restaurant_9695,238,North Indian,Chembur,Casual Dining,10am to 11pm,Good,3.4,7083,Mon-Sun
Restaurant_9696,861,North Indian,Thane,Fine Dining,12noon to 1am,Excellent,5.0,6036,Tue-Sun
Restaurant_9697,1933,Italian,Vashi,Dessert Parlor,12noon to 1am,Average,4.7,2295,Mon-Sun
Restaurant_9698,2402,Fast Food,Chembur,Cafe,11am to 12midnight,Very Good,4.1,1681,Mon-Sun
Restaurant_9699,1655,North Indian,Borivali,Dessert Parlor,12noon to 1am,Good,3.3,8664,Mon-Sun
Restaurant_9700,775,Seafood,Powai,Quick Bites,11am to 12midnight,Very Good,2.9,1175,Mon-Fri
Restaurant_9701,191,North Indian,Chembur,Cafe,10am to 11pm,Excellent,4.4,5167,Tue-Sun
Restaurant_9702,1192,Cafe,Andheri,Casual Dining,10am to 11pm,Good,3.0,8567,Tue-Sun
Restaurant_9703,136,Seafood,Borivali,Casual Dining,10am to 11pm,Very Good,3.5,1223,Mon-Fri
Restaurant_9704,1887,North Indian,Andheri,Bar,12noon to 1am,Excellent,3.8,6907,Mon-Fri
Restaurant_9705,2287,Seafood,Thane,Quick Bites,10am to 11pm,Excellent,2.7,8058,Mon-Fri
Restaurant_9706,1301,North Indian,Bandra,Quick Bites,10am to 11pm,Very Good,4.4,2470,Mon-Fri
Restaurant_9707,1936,Fast Food,Chembur,Bar,11am to 12midnight,Very Good,4.9,4381,Mon-Fri
Restaurant_9708,1994,Seafood,Borivali,Dessert Parlor,11am to 12midnight,Very Good,2.9,310,Tue-Sun
Restaurant_9709,236,Chinese,Borivali,Bar,11am to 12midnight,Good,4.7,6534,Tue-Sun
Restaurant_9710,2337,Italian,Vashi,Fine Dining,11am to 12midnight,Good,3.7,1651,Mon-Fri
Restaurant_9711,1763,Seafood,Vashi,Quick Bites,10am to 11pm,Average,2.8,5716,Mon-Fri
Restaurant_9712,2489,Cafe,Borivali,Fine Dining,11am to 12midnight,Good,4.0,8427,Tue-Sun
Restaurant_9713,1682,Italian,Powai,Fine Dining,12noon to 1am,Excellent,4.8,3112,Tue-Sun
Restaurant_9714,1071,Italian,Thane,Fine Dining,12noon to 1am,Good,4.9,1894,Tue-Sun
Restaurant_9715,761,North Indian,Bandra,Casual Dining,12noon to 1am,Very Good,4.3,2561,Mon-Fri
Restaurant_9716,2390,Seafood,Thane,Bar,11am to 12midnight,Very Good,3.7,724,Tue-Sun
Restaurant_9717,1910,Fast Food,Thane,Cafe,10am to 11pm,Good,3.0,6667,Tue-Sun
Restaurant_9718,514,Italian,Vashi,Casual Dining,11am to 12midnight,Excellent,4.0,8754,Mon-Fri
Restaurant_9719,442,Cafe,Andheri,Dessert Parlor,12noon to 1am,Average,4.0,2187,Mon-Fri
Restaurant_9720,245,Fast Food,Vashi,Casual Dining,11am to 12midnight,Very Good,2.8,3793,Mon-Fri
Restaurant_9721,422,Fast Food,Chembur,Dessert Parlor,12noon to 1am,Poor,3.1,2602,Mon-Sun
Restaurant_9722,2269,Cafe,Goregaon,Casual Dining,10am to 11pm,Average,3.3,3874,Tue-Sun
Restaurant_9723,1375,Cafe,Bandra,Quick Bites,10am to 11pm,Poor,4.6,394,Mon-Sun
Restaurant_9724,1978,North Indian,Goregaon,Fine Dining,10am to 11pm,Poor,4.0,1123,Mon-Sun
Restaurant_9725,2458,Chinese,Andheri,Dessert Parlor,10am to 11pm,Poor,3.1,7543,Mon-Fri
Restaurant_9726,700,Seafood,Dadar,Dessert Parlor,10am to 11pm,Very Good,3.3,2462,Tue-Sun
Restaurant_9727,574,Italian,Bandra,Bar,11am to 12midnight,Very Good,2.9,3808,Tue-Sun
Restaurant_9728,1615,Seafood,Malad,Casual Dining,10am to 11pm,Poor,2.6,7485,Mon-Fri
Restaurant_9729,674,Fast Food,Dadar,Dessert Parlor,11am to 12midnight,Poor,3.8,7237,Tue-Sun
Restaurant_9730,446,Italian,Dadar,Dessert Parlor,12noon to 1am,Average,2.6,9785,Mon-Sun
Restaurant_9731,1610,North Indian,Andheri,Casual Dining,12noon to 1am,Very Good,5.0,8065,Tue-Sun
Restaurant_9732,481,Seafood,Bandra,Casual Dining,10am to 11pm,Poor,4.4,8228,Tue-Sun
Restaurant_9733,1403,North Indian,Bandra,Cafe,11am to 12midnight,Excellent,4.4,919,Mon-Fri
Restaurant_9734,171,North Indian,Bandra,Bar,10am to 11pm,Very Good,4.4,9500,Mon-Sun
Restaurant_9735,1217,Seafood,Borivali,Dessert Parlor,12noon to 1am,Very Good,4.1,3466,Mon-Sun
Restaurant_9736,1496,Seafood,Borivali,Casual Dining,11am to 12midnight,Excellent,2.7,7495,Mon-Fri
Restaurant_9737,2486,Italian,Goregaon,Dessert Parlor,12noon to 1am,Poor,3.6,38,Mon-Fri
Restaurant_9738,1459,Fast Food,Borivali,Cafe,11am to 12midnight,Good,3.2,6321,Tue-Sun
Restaurant_9739,763,Fast Food,Malad,Cafe,12noon to 1am,Very Good,3.2,4368,Mon-Fri
Restaurant_9740,1615,Cafe,Borivali,Dessert Parlor,10am to 11pm,Poor,3.4,3165,Tue-Sun
Restaurant_9741,1991,North Indian,Vashi,Bar,10am to 11pm,Excellent,3.3,9909,Tue-Sun
Restaurant_9742,139,Fast Food,Borivali,Quick Bites,10am to 11pm,Excellent,4.2,7174,Mon-Fri
Restaurant_9743,1482,Chinese,Andheri,Dessert Parlor,12noon to 1am,Very Good,2.5,3990,Mon-Fri
Restaurant_9744,2130,Italian,Thane,Cafe,12noon to 1am,Excellent,3.4,4817,Tue-Sun
Restaurant_9745,1377,Italian,Goregaon,Bar,12noon to 1am,Excellent,4.9,5480,Mon-Sun
Restaurant_9746,1065,Cafe,Chembur,Fine Dining,10am to 11pm,Poor,3.1,8090,Mon-Sun
Restaurant_9747,2000,Cafe,Andheri,Casual Dining,12noon to 1am,Excellent,4.1,4699,Tue-Sun
Restaurant_9748,2317,North Indian,Malad,Fine Dining,12noon to 1am,Good,3.9,5774,Mon-Fri
Restaurant_9749,800,Italian,Dadar,Bar,10am to 11pm,Poor,3.7,5906,Mon-Sun
Restaurant_9750,610,Italian,Vashi,Bar,12noon to 1am,Poor,2.8,7810,Mon-Fri
Restaurant_9751,1383,Chinese,Andheri,Dessert Parlor,11am to 12midnight,Very Good,4.6,78,Mon-Fri
Restaurant_9752,683,North Indian,Chembur,Bar,12noon to 1am,Poor,3.9,1448,Mon-Fri
Restaurant_9753,1083,North Indian,Chembur,Casual Dining,10am to 11pm,Very Good,3.8,9076,Mon-Sun
Restaurant_9754,558,Fast Food,Bandra,Fine Dining,11am to 12midnight,Excellent,4.9,4791,Mon-Sun
Restaurant_9755,2005,Cafe,Chembur,Dessert Parlor,10am to 11pm,Average,2.7,6284,Mon-Fri
Restaurant_9756,2488,Fast Food,Goregaon,Cafe,10am to 11pm,Good,3.7,9499,Tue-Sun
Restaurant_9757,2204,North Indian,Bandra,Casual Dining,10am to 11pm,Good,4.3,4544,Mon-Fri
Restaurant_9758,2365,Chinese,Borivali,Dessert Parlor,11am to 12midnight,Excellent,4.5,6172,Mon-Fri
Restaurant_9759,915,North Indian,Vashi,Dessert Parlor,11am to 12midnight,Average,2.5,4870,Tue-Sun
Restaurant_9760,346,Fast Food,Chembur,Quick Bites,10am to 11pm,Poor,4.2,4444,Mon-Sun
Restaurant_9761,829,Seafood,Goregaon,Casual Dining,12noon to 1am,Average,4.9,2715,Tue-Sun
Restaurant_9762,516,Seafood,Chembur,Bar,11am to 12midnight,Poor,4.3,8646,Tue-Sun
Restaurant_9763,1154,Chinese,Dadar,Casual Dining,10am to 11pm,Poor,3.5,9009,Tue-Sun
Restaurant_9764,467,Cafe,Dadar,Casual Dining,12noon to 1am,Poor,4.7,6781,Mon-Fri
Restaurant_9765,207,Italian,Goregaon,Quick Bites,10am to 11pm,Average,4.7,1539,Mon-Sun
Restaurant_9766,938,North Indian,Goregaon,Bar,11am to 12midnight,Excellent,4.2,3014,Mon-Sun
Restaurant_9767,517,Fast Food,Bandra,Fine Dining,11am to 12midnight,Poor,4.2,5685,Tue-Sun
Restaurant_9768,1743,Cafe,Thane,Quick Bites,12noon to 1am,Excellent,3.4,4271,Mon-Sun
Restaurant_9769,920,Fast Food,Goregaon,Quick Bites,11am to 12midnight,Poor,3.1,4236,Tue-Sun
Restaurant_9770,1521,Cafe,Vashi,Quick Bites,10am to 11pm,Excellent,4.1,8792,Tue-Sun
Restaurant_9771,782,North Indian,Goregaon,Casual Dining,10am to 11pm,Excellent,2.5,3373,Mon-Fri
Restaurant_9772,355,Italian,Dadar,Fine Dining,12noon to 1am,Excellent,4.6,751,Mon-Sun
Restaurant_9773,937,North Indian,Chembur,Quick Bites,12noon to 1am,Very Good,4.8,7558,Tue-Sun
Restaurant_9774,2382,Italian,Andheri,Cafe,12noon to 1am,Average,2.9,2636,Mon-Sun
Restaurant_9775,652,Fast Food,Vashi,Bar,12noon to 1am,Poor,3.9,9133,Mon-Sun
Restaurant_9776,280,Chinese,Andheri,Fine Dining,10am to 11pm,Poor,2.9,5966,Mon-Sun
Restaurant_9777,256,Italian,Powai,Bar,10am to 11pm,Very Good,3.7,816,Tue-Sun
Restaurant_9778,1577,Cafe,Dadar,Fine Dining,10am to 11pm,Excellent,4.1,6021,Mon-Fri
Restaurant_9779,670,Chinese,Goregaon,Quick Bites,10am to 11pm,Excellent,3.5,7047,Tue-Sun
Restaurant_9780,956,Fast Food,Goregaon,Fine Dining,12noon to 1am,Poor,4.7,7322,Mon-Fri
Restaurant_9781,1884,Seafood,Dadar,Casual Dining,11am to 12midnight,Good,4.7,8047,Mon-Sun
Restaurant_9782,1827,Chinese,Andheri,Fine Dining,10am to 11pm,Poor,3.8,9494,Mon-Sun
Restaurant_9783,1147,Italian,Chembur,Dessert Parlor,11am to 12midnight,Poor,4.0,4561,Mon-Sun
Restaurant_9784,1596,Chinese,Thane,Dessert Parlor,12noon to 1am,Very Good,2.5,1857,Mon-Sun
Restaurant_9785,1523,Fast Food,Dadar,Casual Dining,12noon to 1am,Excellent,3.3,5170,Mon-Fri
Restaurant_9786,691,Chinese,Thane,Quick Bites,11am to 12midnight,Average,4.4,444,Tue-Sun
Restaurant_9787,2281,Fast Food,Bandra,Quick Bites,12noon to 1am,Poor,5.0,1366,Mon-Fri
Restaurant_9788,520,Seafood,Borivali,Cafe,11am to 12midnight,Poor,4.9,1306,Tue-Sun
Restaurant_9789,2360,Italian,Thane,Dessert Parlor,10am to 11pm,Average,2.7,3156,Mon-Sun
Restaurant_9790,447,Cafe,Powai,Dessert Parlor,12noon to 1am,Very Good,3.5,8774,Mon-Sun
Restaurant_9791,265,Chinese,Chembur,Bar,12noon to 1am,Good,2.6,4345,Tue-Sun
Restaurant_9792,1036,North Indian,Goregaon,Quick Bites,11am to 12midnight,Very Good,4.6,9730,Mon-Sun
Restaurant_9793,447,Cafe,Goregaon,Casual Dining,11am to 12midnight,Poor,4.3,6003,Mon-Fri
Restaurant_9794,497,Chinese,Andheri,Quick Bites,11am to 12midnight,Very Good,4.8,3861,Tue-Sun
Restaurant_9795,682,Cafe,Vashi,Quick Bites,11am to 12midnight,Average,3.8,3121,Tue-Sun
Restaurant_9796,1700,North Indian,Vashi,Cafe,11am to 12midnight,Very Good,2.8,8754,Tue-Sun
Restaurant_9797,407,Cafe,Powai,Fine Dining,12noon to 1am,Poor,4.0,5252,Mon-Fri
Restaurant_9798,198,Cafe,Dadar,Fine Dining,11am to 12midnight,Average,4.7,9664,Tue-Sun
Restaurant_9799,1365,North Indian,Bandra,Casual Dining,10am to 11pm,Average,2.6,4949,Tue-Sun
Restaurant_9800,257,North Indian,Powai,Cafe,11am to 12midnight,Poor,4.5,9896,Mon-Sun
Restaurant_9801,653,North Indian,Bandra,Cafe,12noon to 1am,Poor,4.1,4568,Tue-Sun
Restaurant_9802,750,Seafood,Bandra,Cafe,10am to 11pm,Poor,2.8,6039,Mon-Fri
Restaurant_9803,2374,Fast Food,Dadar,Fine Dining,12noon to 1am,Good,4.1,323,Mon-Fri
Restaurant_9804,2390,Fast Food,Vashi,Cafe,11am to 12midnight,Poor,2.7,7058,Mon-Sun
Restaurant_9805,1168,North Indian,Malad,Quick Bites,12noon to 1am,Very Good,2.9,9180,Mon-Fri
Restaurant_9806,1595,Fast Food,Borivali,Fine Dining,12noon to 1am,Excellent,2.6,4576,Mon-Sun
Restaurant_9807,1978,Cafe,Malad,Fine Dining,11am to 12midnight,Good,4.0,5493,Mon-Sun
Restaurant_9808,833,North Indian,Andheri,Bar,12noon to 1am,Good,3.2,8488,Mon-Fri
Restaurant_9809,2050,Chinese,Goregaon,Quick Bites,12noon to 1am,Excellent,3.2,8372,Tue-Sun
Restaurant_9810,191,North Indian,Thane,Cafe,12noon to 1am,Very Good,4.1,2844,Mon-Fri
Restaurant_9811,2319,North Indian,Goregaon,Cafe,10am to 11pm,Good,2.8,6189,Mon-Fri
Restaurant_9812,1727,Fast Food,Andheri,Bar,12noon to 1am,Good,4.1,3429,Mon-Fri
Restaurant_9813,1315,Italian,Bandra,Dessert Parlor,11am to 12midnight,Poor,4.2,9570,Mon-Sun
Restaurant_9814,1200,Cafe,Bandra,Casual Dining,11am to 12midnight,Average,4.6,8439,Mon-Sun
Restaurant_9815,1404,Fast Food,Vashi,Cafe,12noon to 1am,Good,4.2,6002,Mon-Fri
Restaurant_9816,1487,Cafe,Malad,Cafe,11am to 12midnight,Very Good,4.1,4574,Mon-Fri
Restaurant_9817,278,Chinese,Goregaon,Quick Bites,10am to 11pm,Average,4.1,6827,Mon-Sun
Restaurant_9818,2385,Seafood,Dadar,Cafe,11am to 12midnight,Excellent,2.6,8001,Mon-Fri
Restaurant_9819,379,Italian,Bandra,Cafe,11am to 12midnight,Good,3.6,4315,Mon-Fri
Restaurant_9820,1142,Chinese,Dadar,Casual Dining,12noon to 1am,Very Good,3.9,1983,Mon-Sun
Restaurant_9821,1718,Chinese,Chembur,Quick Bites,10am to 11pm,Excellent,4.2,2745,Mon-Fri
Restaurant_9822,470,Cafe,Goregaon,Dessert Parlor,10am to 11pm,Poor,3.2,2447,Mon-Sun
Restaurant_9823,1900,Italian,Borivali,Cafe,11am to 12midnight,Poor,4.2,4590,Tue-Sun
Restaurant_9824,1803,Cafe,Vashi,Cafe,11am to 12midnight,Average,3.5,7201,Tue-Sun
