sqft,bedrooms,bathrooms,age,price
1349,4,3,23,151924
2457,3,2,14,150868
2496,1,1,1,294236
1032,4,2,10,480280
1080,3,1,1,103119
2192,2,3,15,328699
1886,1,3,14,111442
2455,1,3,22,152614
2774,4,3,25,181551
543,2,3,29,250313
2856,1,1,26,254521
1554,1,2,1,227151
1149,1,3,29,412470
1503,3,1,16,439537
2328,4,2,13,477330
2454,1,2,16,152097
2446,3,1,14,356821
961,2,1,12,348140
1289,1,1,10,396886
671,4,2,29,209133
1077,3,2,5,453202
1832,3,3,21,497090
1305,3,2,1,118859
998,4,2,13,489641
549,1,1,28,150372
2321,1,1,11,312114
2336,4,2,24,107703
1593,1,1,5,430792
1688,4,2,18,150854
2762,2,2,24,289500
1927,2,1,0,490856
1506,1,1,26,415226
1433,2,2,0,96772
1392,2,1,18,102732
1432,1,3,13,214439
2154,2,3,10,133524
2462,4,1,15,294731
1963,4,3,1,390759
2036,4,1,12,432719
2723,3,2,11,187191
2339,1,3,19,474771
2713,2,1,5,57112
758,1,2,19,75454
1415,3,2,6,370121
1906,2,2,11,269400
2702,3,1,8,342695
2870,1,2,10,133068
2519,3,3,11,311746
657,2,2,0,474428
1876,2,3,21,130599
2112,1,3,23,98412
1757,4,3,3,454242
639,1,1,14,201278
1584,2,2,16,452212
1755,2,3,7,120014
1905,2,2,7,112798
1218,2,3,19,219348
2127,3,2,14,375735
2304,2,3,20,462612
652,3,3,25,209401
2499,2,3,23,408852
2930,3,2,16,58910
1811,1,1,11,244765
2049,4,2,26,275206
751,3,2,2,347082
2643,1,3,10,237836
2604,4,3,5,403820
2723,2,1,19,193442
1927,1,1,19,360078
2077,4,2,0,356300
2323,4,1,8,294550
2112,2,3,5,109609
2660,1,3,1,130725
2488,2,2,29,298681
1270,4,2,20,409919
724,3,3,19,267185
2692,2,2,6,328649
1224,2,3,2,90865
2838,3,1,9,239237
1674,3,2,14,345479
1235,1,1,18,96472
1781,2,2,23,58276
858,2,2,7,307196
715,4,1,15,282700
1857,3,3,12,71573
1215,3,1,22,305392
2567,2,2,20,128990
1031,1,2,0,234466
1050,4,2,16,177431
794,4,1,18,354209
2628,4,2,7,195582
781,1,2,3,266711
1022,1,2,3,416981
1649,3,1,26,221110
2031,2,1,25,125119
1323,4,3,12,430622
2822,1,3,5,338814
745,4,2,19,99056
877,3,3,4,319355
2748,2,1,29,94733
2680,3,2,15,213845
2343,2,2,27,394016
2890,1,1,1,61130
2970,3,2,18,127990
1844,3,3,16,214617
1562,3,2,4,88856
1237,4,2,23,467633
1930,2,3,7,67474
2040,2,1,2,102502
2398,4,2,18,67115
2122,1,3,14,296420
894,2,2,23,498448
2345,1,2,25,71598
2489,4,1,11,221954
793,1,2,7,460725
1410,2,1,6,429439
1309,2,2,11,87560
1643,4,1,4,411057
2644,4,3,3,80153
2481,1,3,25,93405
782,3,1,8,197921
2869,1,2,13,470002
2158,1,2,23,104086
1191,3,1,12,349417
1487,4,3,14,241656
2773,1,2,21,120328
2638,1,1,3,161429
2211,3,3,10,238104
534,4,2,27,276552
2974,1,1,25,126759
1034,2,3,12,404351
2361,2,2,6,406430
2148,4,2,12,294590
2413,1,2,22,350729
2885,1,2,23,294256
2446,2,1,2,198360
2761,2,1,8,386171
1655,2,2,2,473666
1551,3,3,13,360078
1876,1,3,13,310303
736,1,3,21,379811
2464,4,3,27,210891
1146,3,2,26,214300
1694,3,1,7,266182
1073,3,3,19,156030
2396,3,1,29,179845
2923,4,2,24,400929
2572,1,1,11,189090
1745,4,1,20,423628
2804,3,1,19,138116
605,3,3,9,100929
604,3,2,16,128877
2322,1,2,7,101114
623,4,2,1,220144
763,1,2,24,284664
1424,1,1,7,86998
2401,2,3,13,109304
1279,1,1,12,361705
1059,1,3,21,225941
2394,2,2,3,210724
1348,4,1,24,288381
1068,3,1,22,375338
1018,3,2,10,148347
1654,3,3,8,98297
1010,1,2,8,154552
1064,2,2,18,184003
670,1,2,6,88211
683,4,3,21,154353
1593,4,2,0,295982
2657,3,1,3,321411
2568,4,2,2,272664
1506,2,1,1,157619
1423,2,3,5,497027
2658,3,2,25,114257
1027,1,3,25,355603
2782,2,1,2,260878
2543,2,2,21,258456
2864,3,1,13,123220
2312,1,1,23,280274
1867,4,2,11,161724
2215,2,3,19,497093
1853,1,3,28,343295
1733,3,1,2,405097
751,4,3,22,367972
1794,4,1,28,276222
2109,1,2,2,316660
666,2,3,3,356482
2234,3,3,12,162038
1243,4,3,17,455638
2700,3,3,9,203197
977,1,2,13,315256
1926,3,3,1,114965
1842,3,2,19,346637
893,2,2,22,225096
2744,2,1,7,170239
694,3,1,10,335468
1518,4,1,19,379780
1140,2,3,4,369515
2690,4,3,12,220739
1907,2,1,28,73557
1692,3,3,0,65740
776,1,2,11,394542
2191,1,3,28,454970
2078,2,2,20,461328
2046,1,1,19,176774
2117,2,3,11,381051
2850,3,2,19,167964
2865,4,1,1,489242
1061,4,3,1,383776
2705,1,2,21,291734
2985,4,3,12,419038
1224,2,3,25,198201
1362,4,3,12,75376
1069,4,2,12,175358
2300,3,1,18,496458
2080,2,3,23,265753
1146,2,3,1,406963
2538,4,3,3,464417
2742,3,3,6,54184
1695,2,3,15,370641
506,1,2,2,125295
2224,3,2,21,230959
1564,1,3,7,391101
2252,4,2,6,391045
2851,1,2,24,455187
2349,3,1,28,469706
516,1,3,24,109309
1498,1,3,7,344426
1729,3,2,4,88737
693,3,2,13,221661
2028,1,2,13,231110
1179,2,1,2,141772
565,1,3,1,83309
2567,2,3,5,131649
1333,4,2,22,174791
1348,4,3,13,268511
1751,3,2,9,256026
913,2,1,23,89079
2477,3,1,7,242032
695,3,3,7,381919
2010,3,3,22,271821
2864,3,1,7,339010
2422,3,2,19,296547
2806,4,3,22,398917
2583,4,1,21,198050
2475,4,2,24,299646
2144,3,3,23,76217
1539,1,2,22,493676
1641,4,1,27,185895
2590,1,3,7,279418
1402,4,3,23,359878
1881,4,3,26,297183
1816,3,3,10,457394
1716,2,1,29,313706
633,3,1,10,199906
2411,4,3,2,78294
2635,4,3,29,441450
2709,3,1,14,319134
1242,3,2,7,441055
2837,3,2,21,57490
2897,2,3,1,80362
2220,4,1,7,387539
967,3,3,13,431079
1977,2,3,29,253603
2729,1,2,0,239721
965,4,1,29,174359
1320,1,2,6,451900
874,1,2,6,112338
1618,2,2,2,408078
1170,4,2,6,210284
1969,1,1,22,68172
581,1,3,25,244700
1273,4,3,11,65657
2437,4,1,2,169409
2608,1,3,29,252508
1143,4,1,20,189334
1616,1,1,0,325348
2503,4,1,28,129795
2759,2,1,16,391319
1364,1,1,28,356786
1513,1,1,29,284963
1243,3,2,25,173596
2598,1,2,19,276568
752,2,3,8,188758
1698,1,3,26,496326
2148,2,3,24,433630
2638,1,2,20,274158
2803,2,1,3,481061
2872,4,1,10,390136
2890,4,2,1,50813
1991,3,3,12,408375
2150,2,3,7,65951
1614,3,1,6,110305
2159,4,2,22,465050
1879,3,1,15,411809
2627,1,2,3,427922
2906,4,3,29,361516
601,4,1,12,156559
730,3,1,1,393905
1579,1,3,6,59351
2124,3,3,2,300128
2415,3,1,5,329497
518,1,1,11,153860
1642,4,3,11,70278
1556,4,1,23,497204
1404,4,3,27,97595
2429,3,3,16,471283
2710,4,3,6,308716
2326,3,3,16,125297
2157,3,2,18,211454
1916,3,1,23,200200
1380,4,3,11,176794
933,2,3,4,139370
1277,4,2,14,351060
2020,4,1,29,116334
2069,4,3,2,89882
1246,1,2,25,185297
2953,3,2,2,374476
885,3,3,2,454163
1514,1,1,5,53687
2495,4,2,19,254324
2702,1,3,18,200463
1375,1,2,10,314684
2447,2,3,19,484550
857,2,3,18,342065
928,3,3,0,112729
2689,4,3,12,458556
2661,3,1,14,376015
2010,2,2,6,375374
2002,2,2,24,264038
871,4,3,7,246295
1200,2,1,3,261572
1519,4,2,3,378814
947,1,2,8,75327
2479,3,3,6,244464
910,3,1,6,98455
2509,2,2,3,208548
2351,4,1,22,71844
1291,3,1,22,464210
1235,1,1,21,431783
2313,1,3,12,380246
533,4,2,0,271031
1287,1,1,23,58571
1864,3,3,24,156185
2272,3,3,0,262268
2428,2,3,8,153647
972,1,1,4,270962
763,4,3,7,452315
1645,1,3,21,249773
2660,4,1,14,96620
2599,4,2,10,360213
528,4,3,24,129160
1165,1,2,21,347747
711,1,3,24,479931
1182,4,2,18,467416
1215,1,1,20,479339
1616,3,1,8,439033
2629,3,1,23,216502
1694,4,3,7,180663
2872,2,2,3,306805
1556,2,2,1,171307
2194,4,2,24,176671
1260,1,3,24,456786
1271,4,3,2,399094
942,3,1,21,133672
2806,1,2,10,488339
1866,4,1,23,396386
1201,4,3,25,230360
704,4,3,14,470300
1334,4,1,1,128459
1878,1,3,11,189735
2183,1,2,4,86361
2913,1,3,6,201690
1314,1,2,19,228120
2121,2,2,10,492966
1680,4,2,9,67618
2268,4,1,3,353923
2256,3,1,24,184321
1520,1,1,1,175328
1001,1,2,7,451963
2752,3,2,29,182037
1134,2,1,24,227350
2050,2,3,26,466928
2613,2,3,1,436941
2170,2,3,0,297164
1372,2,3,23,214274
1397,1,1,26,303730
794,4,3,22,218528
543,3,3,13,302960
1072,1,1,25,318019
2673,2,2,3,263084
1643,3,3,11,354879
2845,1,1,22,451520
2787,3,2,7,300953
653,4,3,26,96702
1002,3,2,2,348809
2780,4,1,21,433686
810,4,3,16,242914
2509,2,3,24,198389
1257,2,2,21,388698
2343,1,3,14,246213
1191,1,1,15,203920
904,3,2,26,403138
754,2,2,5,349398
2015,4,3,23,379686
2172,1,1,12,261845
2960,1,3,2,472618
2343,4,1,15,437702
1572,2,3,21,456561
2623,3,2,13,450413
2475,3,2,8,88358
2727,2,3,29,69464
2234,1,2,3,385302
2824,3,3,10,380211
1933,3,2,25,90635
2371,3,1,3,444866
2097,2,2,7,287669
2942,2,3,26,229404
2815,3,2,15,375492
1941,3,2,18,461004
982,2,1,6,350549
2702,1,1,1,119028
832,1,1,9,306618
2479,1,2,11,313252
2054,3,3,10,257189
2706,4,3,2,119794
2649,2,2,0,472861
1165,3,1,8,54446
1329,3,3,2,135687
2375,2,3,27,161173
2845,3,1,20,59944
1081,3,2,7,146054
1973,1,3,7,398695
2342,1,1,11,305058
1216,2,1,11,416961
1654,2,1,2,466945
601,2,3,1,83132
2088,3,3,18,140851
2471,1,3,2,137189
1006,2,1,22,489414
1156,3,3,24,346796
1945,3,2,3,74787
2725,3,1,9,53884
1879,3,1,11,138744
1131,4,1,12,255286
2844,4,1,20,249597
950,3,1,4,257271
1924,3,3,9,328131
733,2,3,25,133438
1517,4,1,4,381490
2245,2,1,0,324786
1283,1,1,16,94648
1568,3,1,13,246748
2088,4,1,21,235630
2679,2,3,23,186692
1026,1,2,13,90367
1740,3,1,26,129385
2541,2,2,17,326182
1353,1,3,16,450633
2056,4,3,10,209607
1026,1,3,7,209104
2329,1,3,26,296772
2050,1,2,3,63093
1891,1,3,11,245512
2500,2,2,11,489092
2894,1,2,15,333576
2831,2,2,0,492418
2527,2,1,3,365042
1137,2,1,4,286325
1165,3,2,2,122321
986,1,1,20,388853
1678,4,1,29,255572
2262,2,1,28,66585
2604,2,3,7,290266
2474,1,1,15,152409
1840,1,3,19,350941
567,3,2,25,249288
839,4,3,0,357777
1202,4,3,19,80848
2494,4,1,27,495284
1455,3,1,21,402175
2641,1,3,14,243914
2406,3,1,3,227705
2884,4,3,8,201045
1726,1,2,0,119615
1322,3,2,6,77475
1881,4,3,16,59523
2132,3,3,5,195730
1373,1,2,24,111962
1786,3,2,8,413946
1363,1,1,4,178968
801,4,2,25,345808
2031,3,3,25,353879
672,4,1,9,326997
1709,2,3,15,298129
1992,2,2,4,259891
879,3,2,24,215022
2173,4,2,27,322614
2334,4,3,8,370775
1625,1,1,9,379636
1177,3,1,3,371870
2496,2,2,16,53152
976,4,1,18,212996
2280,2,2,19,183504
2479,1,3,28,495575
2389,1,1,23,115418
2644,1,1,16,217081
1171,4,3,10,243158
2804,1,2,2,221703
1145,4,2,28,130421
1231,1,2,6,294811
747,4,2,26,333463
1027,4,3,6,407233
834,3,2,22,67067
1354,1,1,9,385183
2671,3,3,26,98564
2223,3,3,4,209872
1111,4,2,27,156357
938,2,3,9,174570
2467,3,2,10,414250
2130,4,1,22,288368
2950,2,2,29,456010
1878,1,3,0,498214
579,1,3,23,181911
1420,4,3,20,156518
2890,4,2,8,57842
588,2,3,8,442532
1260,4,2,16,458513
2772,2,2,29,490345
867,4,3,9,181549
2342,1,3,19,460086
2674,3,2,11,376517
2856,4,3,15,420864
2989,4,1,23,438370
2697,2,2,7,105718
1726,3,2,26,131644
2765,1,1,16,391853
1960,1,3,11,287000
1982,2,1,27,178258
749,3,2,24,454533
2059,3,1,21,324973
2753,4,1,29,69855
745,1,3,9,123961
2622,4,2,25,71172
2749,3,3,26,222672
2540,4,2,24,195354
2087,1,3,4,72452
2154,1,3,13,334211
2934,2,3,22,461251
1551,4,1,21,321564
946,4,1,2,76438
604,2,1,27,95843
2037,2,2,9,241673
2069,1,3,4,486518
2627,3,1,2,398567
2334,1,3,2,158155
2413,1,3,29,303350
2848,2,2,16,154176
1779,4,3,15,271110
1473,4,3,27,234076
1574,1,2,23,253831
911,1,2,18,166163
682,2,1,18,448791
1260,2,2,6,398824
1389,4,3,23,410109
1065,4,2,19,151955
960,1,2,8,273946
2477,1,1,9,366304
1496,2,2,13,276445
1226,3,3,13,304351
1241,2,3,12,440232
2528,4,2,26,447507
1957,4,3,22,360029
1588,3,2,17,152486
2871,3,2,13,127177
2132,3,2,16,325170
2313,4,2,17,264227
1227,1,2,6,258239
1419,4,2,18,253615
2031,4,2,0,102888
1204,3,1,12,298781
2669,4,3,8,64543
1203,3,1,2,54309
1557,2,1,7,265039
565,4,1,18,340610
1288,2,2,11,496787
804,4,1,24,334922
2375,1,2,18,88728
940,4,1,14,67666
1061,4,1,28,88230
1491,4,1,27,318641
820,2,1,24,482276
2705,3,3,26,145525
915,3,3,29,159360
920,1,2,16,329082
531,2,2,3,370059
1108,1,1,14,432405
1882,1,2,17,406493
2918,4,1,26,90869
632,3,3,24,279635
2519,2,1,14,82616
856,4,1,26,149818
2201,1,1,15,172782
2267,3,1,4,425389
933,4,1,8,142249
1581,2,3,11,177284
1916,4,2,24,402344
1547,3,1,17,254643
1358,2,1,7,270505
1866,3,1,23,230452
1747,3,3,15,350916
1578,2,1,7,84938
1809,4,1,21,480978
853,2,2,26,114964
1153,2,3,26,194302
905,1,2,16,123833
2647,2,2,12,455817
1722,4,3,4,179636
2669,1,3,5,415332
1916,4,3,22,161137
1861,2,1,1,126727
1063,3,1,8,195699
2394,1,3,13,222226
1065,2,2,21,198367
1334,4,2,23,414389
1458,1,2,1,68894
913,4,1,20,193654
2872,1,1,8,481971
2400,3,3,4,133836
924,3,2,20,187770
2777,3,3,4,377453
2823,3,1,15,466848
906,2,1,21,295772
637,1,3,15,231459
1646,1,2,0,476136
1759,1,2,5,152892
910,3,3,11,220458
1712,4,3,14,197490
1169,4,2,24,76384
2153,1,2,11,212846
625,2,3,26,499855
1743,4,2,9,243060
917,1,1,29,245968
1179,3,2,23,73013
773,4,2,5,367609
1406,2,2,24,213270
870,4,1,23,197179
1100,1,1,14,352520
2342,4,2,19,62014
2214,3,1,21,182121
2032,2,3,5,209093
2461,1,1,15,283561
1715,1,3,4,373981
2106,2,3,17,136251
996,2,2,24,133107
631,2,1,7,340321
1867,1,3,3,374968
2654,4,2,17,149158
693,4,2,3,497545
641,1,1,6,309972
2123,4,2,4,215876
709,3,1,22,172269
1157,1,2,7,183453
736,4,3,24,373045
787,1,3,22,202581
529,3,2,27,289768
2543,4,1,22,78646
1715,4,2,12,184517
756,4,2,5,332716
1397,1,3,19,218462
2801,4,2,12,139926
2960,4,1,26,214629
2167,3,2,1,169758
2936,3,3,7,417899
876,2,2,28,462228
2066,1,1,5,235133
1911,1,2,25,254104
2801,2,1,20,119162
2038,4,2,18,418869
2765,1,1,28,484176
923,3,1,27,230309
1645,1,3,29,213897
1439,4,3,25,147157
1564,4,1,16,236930
2367,1,1,3,266559
2192,2,1,20,342464
689,3,2,29,185603
2546,4,1,23,418379
2612,3,1,27,424817
2619,3,3,19,282632
2883,4,3,17,441199
681,1,2,6,139416
2757,1,2,28,456472
1162,1,3,29,218454
2926,3,1,17,493881
1360,1,3,20,361613
1625,3,1,17,131839
1421,1,3,1,489941
1680,1,1,15,221517
2598,4,1,20,342001
2356,4,3,0,371533
798,1,2,21,293417
1687,4,2,4,131959
2584,3,3,3,154835
2391,2,3,19,179197
1061,4,1,18,61407
1727,2,2,12,250799
2471,4,2,5,283801
1207,3,2,3,491419
2304,4,1,7,275751
2259,1,2,11,493974
997,3,1,1,221647
689,2,2,9,239627
2911,3,3,25,103113
713,2,2,3,498094
1919,4,2,26,290313
2447,1,3,21,84414
1014,4,2,0,476138
520,1,3,24,418020
1303,2,2,13,340398
2581,4,1,9,492392
2644,2,1,24,117634
2498,1,1,7,60632
1377,3,3,5,352627
2028,2,2,11,336259
2408,1,3,17,106643
2144,1,3,11,436210
2358,4,3,13,348120
2456,3,2,25,333107
2872,1,2,8,337570
1337,4,1,13,87921
2030,3,1,18,481140
2055,3,1,1,193788
2608,1,1,2,384457
963,3,3,6,271077
614,1,2,8,467233
2782,1,1,28,277577
2657,3,1,20,120400
576,3,3,25,85558
2160,4,1,18,354303
1792,4,1,20,134169
1925,2,1,7,478939
1157,1,2,23,353547
1005,3,2,25,387630
2573,4,3,4,52994
1004,2,3,2,458793
988,4,2,23,246032
1537,1,3,3,215623
2463,1,1,20,440926
2934,3,1,16,185062
2605,4,3,1,338237
1773,2,2,4,137678
569,4,2,14,342466
2832,2,3,18,191260
1463,1,2,7,249511
1590,4,3,2,285530
2117,4,2,10,184386
565,3,3,21,226779
1280,1,1,3,363609
2086,4,2,13,260339
2863,3,3,4,295226
1327,3,2,27,457669
544,2,3,16,416756
2927,2,2,4,319049
1559,2,2,17,184165
1583,1,2,28,329060
1649,2,1,18,376319
1163,4,3,7,265613
805,4,3,5,85714
2239,1,3,19,375449
1673,3,3,27,165146
1787,1,2,3,452817
1769,4,1,20,182520
1189,3,2,24,378627
1422,2,2,9,284811
2735,4,2,0,437202
872,4,1,8,299870
2675,1,2,11,290083
1469,1,2,16,167207
2083,4,1,7,253084
2340,4,2,1,337897
2575,1,2,13,303136
1929,1,2,23,177209
1544,4,1,23,305366
1399,1,1,29,351873
2494,4,3,8,151358
895,3,2,24,261806
992,2,2,24,371026
2718,1,2,14,213505
2873,2,1,22,434849
1159,2,3,7,119602
2324,4,3,2,485266
2946,2,2,3,316980
2367,2,2,6,180511
2868,1,2,14,82429
1814,3,1,13,198994
1547,1,1,7,146813
2521,1,2,25,398134
2812,4,3,11,380836
2050,4,3,26,355738
2474,3,1,17,258730
613,4,1,24,490350
781,4,3,11,102654
2936,2,1,11,193992
685,2,3,8,181085
1579,4,1,4,278357
881,1,1,4,311711
2174,3,1,5,192956
2505,2,1,1,397874
797,2,3,17,81638
2137,4,2,2,66601
1134,2,1,14,471683
1656,4,2,8,489253
1187,1,2,27,242171
1660,3,3,14,367577
1290,1,3,26,471836
1052,4,1,20,241147
2012,2,1,18,367328
1572,2,3,0,351888
1695,1,2,6,449412
2037,1,2,17,443336
1669,2,2,19,246529
1792,2,1,13,434984
886,3,1,15,146653
519,3,3,20,126505
2230,3,1,5,206184
1703,1,2,15,97020
2965,3,1,14,93346
1299,4,2,23,464687
2295,2,3,27,451815
2875,3,3,27,260492
1379,1,1,26,105033
1742,1,3,12,299772
598,2,2,15,71600
2916,3,3,24,58893
2825,4,3,8,87698
867,1,2,20,190635
1333,3,2,10,129182
2904,3,3,28,58071
1492,1,3,18,388598
946,2,3,8,233305
1956,2,2,16,386893
1310,4,3,3,166187
888,2,3,20,280897
2221,1,3,1,460730
1616,2,1,22,134685
838,1,1,18,438608
2972,1,3,26,129684
1603,2,3,7,292361
1857,4,2,21,147995
519,2,2,24,493471
889,2,1,25,128054
1451,2,1,23,161538
2658,2,1,2,263976
1648,1,1,23,457263
2550,1,2,27,404861
636,3,1,25,462916
823,3,2,21,439738
1780,1,3,9,499881
2505,3,1,13,331494
2393,1,3,9,358753
2680,4,1,20,117063
739,1,2,20,275852
815,1,3,7,65627
1646,2,1,28,109832
911,3,1,24,156034
696,3,2,14,309567
1167,4,2,8,453924
735,3,2,12,136932
804,1,1,22,158944
690,3,3,22,124187
2977,3,1,13,139519
1825,2,1,14,107740
1957,2,3,24,396201
1357,3,1,10,481889
2119,3,2,14,487891
1984,1,1,5,448487
2686,1,1,10,129978
1467,3,2,1,139278
968,2,2,3,183247
2266,4,3,7,246907
1321,2,3,10,496149
1706,3,3,0,496509
1964,3,2,22,170522
1978,3,1,23,357314
2270,3,1,23,75786
2292,2,1,18,205457
963,1,2,7,280324
1598,2,3,21,149399
949,1,3,24,454494
2343,2,3,4,344850
2245,3,2,23,140479
2941,1,3,2,127905
2476,4,3,6,379873
2293,2,3,1,303592
796,1,2,3,132297
723,4,2,11,303195
2074,4,2,0,55436
616,2,3,0,408442
2381,1,2,23,88580
1600,4,2,9,103019
1027,3,1,12,474483
2516,2,3,13,301610
2998,1,1,24,464376
1410,3,3,10,351407
1327,2,2,23,363510
2599,3,2,25,484574
2147,4,3,15,201677
778,2,3,14,58501
957,2,1,27,499174
2509,4,1,22,479346
2175,2,1,3,64954
990,1,3,27,465522
916,1,2,17,103601
2789,2,3,27,174921
1942,4,2,15,140627
2792,4,2,8,484342
1861,2,1,17,141844
1451,4,1,0,236802
1089,3,1,15,428323
2733,2,3,26,266030
2187,4,1,22,242356
2434,1,1,28,256448
1244,1,2,9,360123
1759,4,3,25,208810
920,3,2,5,226238
2818,4,3,10,364629
1886,2,3,23,450709
1639,3,2,9,154102
695,4,3,8,338855
1633,3,1,3,434399
690,3,3,16,425756
1302,4,1,24,287303
1047,4,3,20,306553
2212,4,1,10,356480
1552,1,2,24,462550
1833,3,3,24,348288
2993,1,1,15,239081
2718,1,3,19,421457
2480,3,2,28,147264
866,3,2,25,129341
2257,1,1,23,488451
2166,4,3,12,375952
1620,3,2,28,144061
2813,2,1,7,83122
2745,2,2,12,425552
626,2,3,0,77849
1005,4,2,4,151304
968,1,3,29,437741
1257,3,1,4,384525
2438,2,2,24,335621
1627,3,1,29,347162
1363,4,3,20,315361
1245,3,2,19,50265
1821,3,2,0,257492
2054,2,1,2,430646
2064,4,1,9,220231
2657,1,2,13,177687
1180,1,1,15,141102
678,3,1,2,67510
2275,1,2,27,73997
572,4,2,27,391312
1250,3,1,25,274001
2945,4,1,27,136525
1287,1,2,14,495369
1714,3,3,13,305777
641,3,3,25,71346
1848,1,1,23,197643
511,1,1,13,222605
557,4,3,29,79156
1573,4,2,25,376211
1229,1,2,16,308331
1975,2,1,14,476591
2195,1,2,4,142709
542,3,1,20,240306
1195,2,3,3,123425
1436,3,3,18,255162
1981,4,1,24,312982
1427,2,1,13,417565
1305,1,1,15,355293
2905,2,3,15,293260
2213,4,1,10,198570
1421,3,1,22,270974
1642,3,3,29,211023
2232,3,3,16,79400
1135,2,2,22,182237
585,1,1,26,108826
2627,2,1,15,128710
1479,2,2,3,337839
1305,2,2,7,413689
2009,2,3,10,364156
2449,2,3,28,261294
1078,1,2,15,210797
1908,3,2,11,407706
1369,1,1,6,123389
914,4,3,28,372691
1884,2,3,16,403513
925,2,2,25,377324
1989,3,1,16,341479
1633,1,3,11,136419
2222,4,1,12,148362
1281,1,3,29,94493
2442,2,2,18,391903
2274,4,3,12,165279
2700,1,2,23,229366
2215,3,1,14,146783
599,3,1,7,485240
2756,2,3,4,445378
2298,3,3,0,164829
1949,3,3,2,203289
2893,2,2,21,293866
672,4,3,16,352478
1334,2,3,26,159815
2900,1,1,5,426472
2670,3,3,16,264155
1412,1,1,28,352919
2725,3,3,0,447594
880,1,1,0,223339
1029,2,3,22,176409
2026,2,3,14,428475
1704,2,3,4,177394
2885,4,1,22,389506
625,3,3,11,390101
1094,4,1,17,169428
1142,2,1,23,160394
1268,2,1,22,185078
2122,2,3,6,316468
2254,1,1,12,232578
1187,2,3,12,426779
2733,2,2,20,87800
2752,4,1,28,220262
511,1,3,12,105339
769,1,2,25,86957
748,1,2,9,230061
2004,2,2,0,361582
1671,1,2,12,490737
2194,3,1,28,152316
2111,4,3,28,147421
2475,4,1,9,367976
2363,3,2,1,123159
1223,3,1,20,261219
1998,3,2,13,209408
1369,4,1,16,131621
2903,2,3,18,423046
2192,2,1,7,437982
2089,3,3,11,120583
2984,3,2,17,357450
2372,3,3,16,283481
1742,2,2,24,252543
1340,3,3,11,323412
510,3,1,8,90299
2880,1,2,2,102953
1186,4,3,11,412907
2644,2,1,6,96773
1701,3,1,9,87156
2009,2,3,13,302296
708,2,1,25,93145
1515,3,3,24,385445
525,3,3,17,196368
1288,3,1,10,170622
2585,3,3,1,272152
2423,3,3,3,101472
1657,1,2,24,145607
655,2,2,15,256151
2098,2,1,25,87344
834,4,1,28,321051
1228,3,3,19,57725
1800,3,2,20,181647
2750,4,3,4,160532
1460,1,3,28,130076
2766,3,2,9,55199
1487,4,1,16,215234
1316,3,1,6,215020
1151,1,2,22,404114
1924,3,3,27,173864
901,3,1,26,442325
829,4,2,8,285136
961,2,1,6,95756
1216,4,3,29,317419
1673,1,1,7,142086
2663,1,3,21,245293
928,4,3,1,298202
1726,3,3,23,165974
2883,1,3,20,102569
2739,3,3,17,129468
2941,4,1,21,428810
1123,3,1,7,122249
563,4,1,9,397623
1529,1,1,2,416068
940,1,2,11,494056
2884,4,3,14,231071
570,1,3,5,207619
1969,4,2,15,442280
1464,3,1,25,145109
2537,1,1,1,83431
1558,4,1,0,417358
2714,1,3,18,453702
695,1,1,11,210762
1370,2,3,6,139360
761,2,2,9,285490
2706,1,2,18,346782
1813,1,3,11,141503
1291,4,2,23,382079
1077,2,2,11,55118
650,3,1,23,387763
1114,1,3,29,383239
2766,1,1,5,315842
2629,2,3,9,290201
2768,3,2,28,238871
1298,2,3,2,131982
2057,1,2,9,95421
1329,3,3,11,273007
1144,3,2,4,442179
1076,4,2,28,287926
1907,3,1,13,484631
616,2,2,5,336004
1997,4,1,9,99320
2218,2,1,28,157209
1006,3,3,3,325389
1275,3,1,23,94639
964,1,3,28,272213
2338,4,2,13,387896
1416,3,2,9,268686
622,1,3,16,228133
2105,3,3,10,334599
1238,1,2,2,173903
1871,2,1,27,192743
1401,1,1,28,98095
2198,3,2,2,145916
1367,3,3,14,405318
530,1,2,14,349729
2596,4,1,11,485590
1821,3,2,14,74576
1161,2,2,2,417091
2947,2,2,9,472028
2130,1,1,25,116764
2186,4,1,26,373492
2994,1,3,22,149956
1815,2,3,23,420370
2899,4,1,11,294910
1128,3,3,23,176413
2690,4,1,25,241854
2594,3,1,18,239339
1899,2,1,8,219836
981,1,2,8,296610
2977,3,2,19,257912
2417,1,3,23,237661
2043,1,1,0,241318
523,1,3,12,401695
2276,4,1,24,207121
2208,3,1,20,316243
2006,4,1,17,247109
2625,4,3,13,266693
1650,3,3,24,349944
2747,3,1,7,116835
824,3,3,2,468861
2816,4,3,26,471228
2837,4,3,26,277135
1897,4,2,7,169769
529,1,1,7,428752
2236,1,3,18,419147
2561,4,1,9,273736
2826,2,3,27,392452
1906,1,1,7,248636
2086,3,2,4,382171
713,4,2,11,349057
2571,3,1,5,367755
837,4,1,13,52663
2352,4,3,4,230134
1821,4,2,12,201325
2900,2,3,25,447812
1341,3,2,8,366543
1388,2,3,16,481730
2385,3,2,22,399212
1163,2,1,2,163225
539,4,1,28,345244
2021,2,2,27,135361
2192,4,2,10,334821
2009,1,2,14,246373
1728,3,1,14,282218
2590,4,2,25,304569
705,2,2,24,442882
721,1,1,1,155397
717,4,3,14,230030
