age,income,score,transactions,balance,churn
59,23238,678,75,2423,1
39,77291,365,37,36016,0
41,81477,691,77,26835,1
32,75083,338,34,8911,1
24,68276,363,65,9534,1
20,49973,422,53,45419,0
37,67366,509,69,43631,1
60,87092,405,19,33057,0
43,55661,538,85,45390,1
62,42372,802,96,42936,1
45,53938,771,59,4553,1
52,61560,794,5,39593,0
62,48680,634,4,11860,1
57,34720,603,64,46124,1
26,60499,673,98,34502,0
24,45258,478,63,48551,0
57,67964,332,66,24434,1
31,65290,739,59,32008,1
35,82802,559,68,39487,1
27,53379,657,23,6902,1
52,98417,821,79,12650,1
65,65845,473,35,7995,0
32,51709,494,54,16019,0
62,51430,328,66,6462,0
21,74255,487,93,34069,1
65,39645,486,78,48454,1
67,93477,432,86,30636,0
36,72748,302,63,44150,1
65,93399,649,23,38043,1
45,22547,339,51,36601,0
61,80877,819,24,14981,1
40,83721,407,20,15607,1
39,51526,483,30,22081,1
39,55232,673,83,20964,1
51,41888,737,67,135,1
57,60797,383,98,21382,0
28,38957,561,12,19663,0
61,55748,373,34,29889,0
55,80527,608,5,5653,0
65,34485,581,47,3760,1
48,82750,352,7,36166,0
44,66673,771,79,23093,0
22,89961,824,58,14330,1
59,83255,786,53,48678,0
46,68799,709,89,7051,0
22,74628,355,82,12968,1
35,34005,834,88,17890,0
46,74305,576,88,7937,1
19,81815,441,95,27612,1
31,54765,789,10,39507,1
40,64502,535,4,30516,1
46,97599,695,62,28086,0
56,66632,629,71,38930,1
25,28535,730,54,11756,1
21,36417,708,90,12697,0
54,54862,791,69,49316,0
49,81971,392,94,5004,0
66,78204,421,67,12729,0
55,84487,498,64,43514,1
46,37841,541,72,34990,0
46,31656,392,51,13206,0
18,28883,379,20,18818,1
20,56352,627,32,43954,1
59,82902,742,17,9805,1
62,89854,319,38,23502,0
36,53273,361,88,14413,0
31,69679,584,57,26347,1
49,67365,647,25,30352,1
40,61076,636,54,1273,1
60,26144,815,40,6661,1
43,44577,351,75,20307,0
35,59972,397,90,31625,1
60,99561,329,9,2317,0
32,81072,619,4,12186,0
42,45984,598,24,49362,0
53,43313,651,12,25139,1
60,23720,525,41,48751,0
55,45119,792,96,48428,0
39,65104,509,7,11969,0
35,56352,558,48,29752,1
29,72773,723,23,23598,0
44,35083,414,80,18135,1
65,85573,478,4,45481,0
37,38979,710,60,7998,1
33,84713,720,66,5945,0
67,28495,325,97,15297,0
63,63872,655,54,21230,1
66,61127,725,45,12437,1
32,29398,395,56,10836,0
27,50721,758,15,4917,1
56,32198,613,46,339,0
22,36359,555,19,42593,1
60,44052,622,59,6394,1
52,60920,446,92,40403,0
34,37497,662,27,11296,1
68,97767,652,88,46189,0
58,32381,796,55,18601,1
47,68444,432,55,37580,1
21,41945,493,86,35212,0
64,89696,820,58,32758,0
39,21435,468,51,15975,0
48,83069,695,29,6143,1
46,62728,620,56,2116,0
58,80336,771,95,26208,0
33,96436,636,38,15417,0
42,43100,354,63,432,1
34,72618,682,99,17201,1
35,37319,352,62,44845,0
54,57314,729,61,31360,0
54,81918,692,51,30810,1
46,20645,578,86,46886,1
58,86890,845,39,24325,1
44,42820,785,84,36659,1
48,93510,531,81,33767,0
40,83150,590,87,33342,0
59,92940,347,84,37337,0
42,97732,764,54,48769,1
39,41926,832,36,24124,0
30,44441,593,19,24215,0
34,67474,608,68,30527,1
62,86181,590,23,36740,1
56,37041,569,75,10801,0
69,78577,613,61,18358,1
20,68563,367,1,32997,1
18,54314,337,3,4273,1
59,60169,737,48,47060,1
64,38628,821,83,32072,0
62,91703,438,71,18009,1
34,27919,414,47,5561,1
46,69954,781,17,37632,0
35,54017,805,10,26602,1
59,63521,636,62,15507,0
69,47891,495,36,2802,1
26,30018,592,38,35146,0
43,64892,573,41,45599,1
41,85376,594,43,48140,1
50,92452,544,71,9371,1
29,38794,339,73,114,0
60,48787,306,62,137,0
60,83594,759,93,6529,0
32,65626,446,57,44804,0
69,81600,592,22,7291,1
31,57478,563,37,838,0
26,68844,626,30,35453,0
48,77315,647,33,10976,0
51,57144,468,22,966,1
19,94430,342,42,47086,0
65,65620,748,16,18936,1
55,58436,520,56,40461,1
62,31818,546,67,17777,1
55,30798,513,46,44561,0
18,29449,673,74,2317,0
62,69282,449,17,9578,1
51,51302,730,75,29940,1
40,83800,841,92,34642,1
18,96389,498,17,37268,0
50,71350,803,97,12061,0
28,34184,625,94,36130,1
65,51915,379,87,14431,1
26,48570,328,6,3634,0
24,28314,738,49,13547,0
63,40647,813,17,35641,1
54,84595,681,64,31697,1
68,67837,515,77,2033,0
41,74513,709,19,2827,0
66,44945,609,63,48073,0
25,57136,801,18,6181,0
53,31242,308,33,49538,0
19,80084,529,2,6829,0
69,83395,399,63,28399,1
62,46047,730,89,8632,1
69,87836,649,23,31129,0
23,80240,389,75,23341,0
67,40011,842,5,24367,0
54,21501,520,16,1553,1
29,77895,788,11,11838,0
36,22559,363,68,41771,1
69,73968,604,29,38456,1
46,80356,459,9,15078,0
36,44442,490,18,48058,1
48,29647,479,18,35133,1
64,39896,466,57,1709,0
56,33936,375,38,21369,0
46,55113,347,27,9556,0
68,45577,430,70,17294,1
38,40130,542,91,18166,1
52,21162,697,75,19003,0
50,71483,325,58,22202,1
38,39627,590,38,2922,0
27,21151,514,9,12959,1
21,72609,815,77,15778,0
65,22664,728,18,43646,1
29,41155,528,82,23897,0
27,80809,747,65,16246,0
20,79323,645,93,5099,0
25,46284,414,87,44783,1
22,74354,679,37,1497,1
65,41305,395,32,42027,1
53,27576,441,54,39299,1
65,96668,480,27,5013,1
39,94274,457,18,45199,0
52,33910,321,48,34559,1
40,65601,764,56,44599,0
21,34471,393,80,23105,0
33,96481,552,38,4644,1
54,50808,399,53,14482,0
39,74152,385,89,42845,1
38,77560,602,59,18939,1
67,24652,578,63,44958,0
44,79228,632,48,32876,1
69,76085,797,1,10820,1
57,36630,529,43,49481,0
25,57005,480,1,26981,1
24,75919,663,97,24021,1
59,45834,744,10,49328,1
51,57423,313,6,11559,1
47,33553,577,24,25039,1
69,74962,623,70,7958,0
42,92332,380,9,13661,0
55,41795,686,33,35837,0
32,98511,721,15,45002,1
63,29897,818,38,35419,0
45,90115,696,8,11677,0
57,48074,651,90,31076,0
26,26882,738,71,35864,1
22,42532,665,10,32329,0
54,65451,535,18,45691,0
58,94194,648,26,39141,1
39,62748,447,4,41569,0
56,35522,787,41,27228,0
57,99730,605,72,42000,0
32,75287,418,89,15092,0
52,42043,303,82,6769,1
44,55168,330,5,47638,0
34,39374,823,4,16357,1
36,82890,667,8,37193,1
35,67907,713,2,31089,0
27,44432,335,3,16581,1
19,62186,836,30,10072,0
19,21187,676,7,16176,0
66,77892,705,44,1296,1
64,75441,847,24,11040,0
44,57531,430,7,46111,0
33,97888,377,1,23299,1
49,95934,838,30,44286,1
55,23111,783,64,28221,0
69,99499,818,98,22744,1
43,46906,720,58,26738,0
49,91277,343,61,8589,0
51,90480,371,70,15882,0
64,69651,614,65,4763,0
67,54456,431,90,23111,0
25,97405,790,31,18747,1
53,36009,429,62,1451,0
47,46489,544,40,8101,1
22,73390,527,66,8185,1
49,80410,511,11,30159,0
25,23574,662,52,26067,1
39,91692,710,61,48201,1
66,75250,688,62,33716,0
55,44005,310,38,226,0
64,90325,780,94,24766,0
18,31363,318,87,3337,1
28,81788,532,53,27668,1
55,53264,573,80,46571,1
23,57943,306,91,24517,0
37,65357,303,57,41121,1
37,86305,448,36,17675,0
35,86127,427,87,14441,0
35,71699,340,54,23754,1
24,43323,689,33,19638,0
49,84351,760,86,29251,1
43,70537,445,39,13472,0
41,65203,770,80,35616,0
65,39928,677,4,3469,1
68,57457,778,46,34177,0
29,37813,342,79,51,0
43,58708,349,17,39403,1
47,74087,530,31,36497,1
35,37326,576,39,37364,1
21,41037,796,95,18371,1
51,50137,588,99,42503,1
40,80627,519,22,26411,1
46,98853,329,86,48281,1
26,94899,332,64,3594,0
56,54634,374,67,43064,1
29,72245,548,18,18161,0
54,59913,394,53,1348,1
29,28568,512,60,25965,1
33,64308,388,90,31180,0
36,65887,445,99,30227,0
29,27943,782,88,23010,0
18,49077,747,90,48337,1
18,23781,584,36,9357,1
36,59542,632,85,21717,0
69,72405,383,48,31244,1
61,46274,557,71,309,1
54,82132,567,69,23556,1
58,93013,629,31,5741,1
61,21103,591,79,33752,0
19,31466,690,2,18190,1
30,63055,573,18,30443,0
21,71497,731,56,46966,0
36,52022,400,10,14286,1
57,41685,693,46,41486,0
62,43101,431,66,44501,1
50,97497,425,10,48675,1
34,62462,324,59,49492,1
34,88595,488,76,36876,0
21,76092,368,22,13626,0
25,34767,752,21,13917,1
47,96447,346,49,40207,0
69,68519,582,92,21179,1
54,57937,616,3,18063,1
65,27560,642,37,46513,1
49,31897,755,42,39789,1
19,78157,713,28,23151,1
42,55244,699,69,24112,0
43,50412,647,55,6023,1
58,40632,492,69,20570,1
30,94704,745,73,40164,1
36,26297,593,88,6724,1
41,70801,770,31,18139,0
26,41509,554,78,28521,0
52,31744,392,51,49389,1
49,63475,446,27,29107,1
18,89166,564,21,3204,0
48,29894,384,87,42134,1
35,78834,356,68,5545,0
32,93114,679,4,20937,1
41,22529,504,69,6771,1
18,73027,480,13,4505,0
32,48717,736,32,10694,1
40,69220,636,69,24273,1
67,91241,457,31,45394,0
68,20062,495,60,38785,1
37,82623,815,15,48171,0
47,48839,464,18,35571,0
68,94407,335,18,10434,1
69,69140,769,28,33855,0
30,74255,808,8,45558,0
22,43829,315,28,34501,0
54,44602,547,62,48109,1
28,95198,689,78,20442,0
59,81468,539,69,49236,0
23,78530,421,18,8574,1
55,47634,414,7,26641,0
42,57529,511,82,43424,0
62,72923,543,19,46331,0
55,53309,551,80,6317,1
56,45990,531,15,38479,1
57,56981,544,56,38456,0
59,48972,406,32,27092,1
60,26918,561,43,5732,1
46,30563,534,2,4289,1
54,29488,304,93,46252,0
57,67591,493,90,27393,1
50,37800,347,21,43686,1
24,25770,497,64,24655,0
35,45899,441,97,35099,0
61,46039,377,37,42395,0
68,68558,649,15,30560,0
57,83675,467,29,40094,1
52,76247,374,83,39571,0
27,55457,705,31,38117,0
40,21083,712,39,21002,0
31,76214,347,58,47593,1
36,35441,537,39,2659,0
68,82755,819,88,25866,1
47,46768,434,15,11942,1
26,62981,707,56,27119,0
22,53952,363,30,1157,0
56,74328,432,25,25022,1
62,86785,497,60,35102,0
67,67916,775,47,41125,1
62,95066,826,81,48017,1
49,36903,389,56,17032,0
56,60718,832,93,17705,0
57,92318,640,25,27120,1
45,87230,820,46,29467,0
53,57439,730,3,28866,0
66,97828,663,22,5654,0
27,53961,724,36,40841,1
21,45372,731,5,26881,0
54,62893,617,40,26520,1
45,45779,384,71,22850,1
54,40660,541,27,26363,0
67,57900,834,79,34984,0
41,29007,533,60,32516,0
51,72121,401,63,46329,1
60,70387,828,78,11263,1
44,84626,313,76,38230,1
18,67139,396,79,43592,1
38,46138,475,47,14917,0
24,22276,305,90,8069,1
61,34974,603,51,328,1
57,22652,787,44,47312,0
61,94842,544,27,9218,1
32,53482,842,53,40648,0
31,35576,316,5,28301,1
47,30359,568,22,22338,1
69,97956,540,39,47395,0
18,45153,474,21,41133,0
20,55879,768,57,30289,1
50,21996,817,50,9344,1
28,61591,309,40,34579,0
40,55322,825,45,22908,0
58,65264,596,47,36188,0
42,37374,676,87,34391,0
21,34602,642,24,28543,1
57,55718,540,56,41439,0
66,99588,409,69,3218,1
49,73317,680,15,11204,0
63,50300,522,34,9432,0
37,20470,817,29,11223,1
33,42860,504,35,15015,1
37,51861,443,25,11131,1
51,80836,828,53,47163,1
41,55275,473,55,48667,0
25,97740,778,68,3942,0
64,76651,309,26,30717,1
21,68378,458,47,35576,1
47,80354,533,4,5913,0
64,58371,433,36,43418,0
18,35732,665,2,35060,1
44,70384,452,47,43274,0
48,51497,722,16,10586,1
30,80556,847,78,12571,0
39,97371,461,40,28391,0
24,64151,627,20,19781,1
33,76124,313,19,21932,1
44,51894,348,53,29738,0
53,33252,642,20,23035,1
20,84816,643,92,33422,1
61,20413,760,5,7168,0
35,98024,533,54,10099,1
31,50063,738,50,24016,1
18,20379,584,46,5639,0
56,45505,626,37,1788,1
36,35617,776,57,35991,0
20,37199,441,15,22822,0
39,96357,807,19,35375,1
64,48151,306,90,13898,0
68,24552,460,55,40027,0
58,37303,321,56,21701,1
67,76717,569,64,2916,0
18,35690,428,30,26712,1
24,56455,340,76,8201,1
46,41975,840,83,23776,0
64,63937,344,47,31348,0
24,75360,435,9,37930,0
26,22809,433,36,21720,0
65,80776,734,5,34944,1
68,63383,535,29,35469,0
49,25037,762,96,44170,1
61,90461,359,67,4505,1
67,61313,596,25,22265,0
49,73952,313,98,35139,0
33,49497,494,61,8909,0
22,92449,439,95,1883,0
51,25424,406,85,47418,1
65,38316,364,47,15290,0
49,64450,828,60,40903,1
55,87092,821,10,24859,0
57,37564,682,34,47975,1
36,34152,742,93,27989,0
50,81059,449,85,32017,0
46,89314,661,41,5629,0
38,40850,340,13,5705,1
54,94602,563,96,33379,1
68,82756,670,26,22150,0
24,78477,762,18,18938,0
59,50685,689,39,35448,1
33,92079,651,57,18790,0
30,67963,422,90,28024,1
56,54486,692,24,47596,1
54,37435,639,31,11833,0
35,66714,365,47,33521,1
27,54803,363,55,26472,1
40,34580,488,16,14384,0
40,30093,465,29,33102,0
57,67747,621,12,8246,1
53,27590,694,5,2945,1
50,30820,558,55,18576,0
62,51985,770,74,10124,0
59,67132,746,51,1751,1
29,76848,656,76,45453,1
37,96555,643,28,49080,1
51,36483,331,1,27271,0
23,33150,367,46,2761,0
27,99882,402,42,47067,0
27,98765,472,90,7456,0
20,36029,712,98,12929,1
55,76223,363,85,31288,0
45,37351,473,57,25187,0
32,74729,814,49,25647,0
61,47914,788,82,12310,1
26,75706,391,93,48458,1
21,93832,511,74,17140,1
55,39973,469,29,34510,1
67,69766,745,54,15614,0
47,69565,329,35,43160,1
55,29233,586,41,37053,1
50,49542,833,20,3648,0
29,86854,372,9,38421,1
52,24429,308,75,28120,0
29,61614,458,75,23503,1
52,91860,443,56,3214,1
59,70774,417,70,17732,1
55,67651,440,94,43415,1
34,27268,796,22,23642,1
50,40119,478,4,44402,0
51,83442,427,5,9388,1
36,35203,370,6,42913,0
37,87425,805,52,1447,0
43,87786,731,33,35328,0
55,40095,364,70,8872,1
59,84943,349,80,32793,0
48,45378,729,3,29387,0
27,89979,590,55,33480,0
67,30856,630,80,29728,1
25,25662,765,13,23591,0
69,60078,330,31,20314,0
24,71393,359,76,18803,0
59,94086,592,23,22870,0
50,25105,324,58,32953,0
64,76174,327,8,44507,0
59,83631,576,66,35113,0
39,95290,352,7,49102,0
52,44479,804,51,39138,0
26,35033,443,22,6974,1
62,53648,542,68,2353,0
55,53767,313,45,22327,1
36,54982,641,38,2200,1
49,30751,809,13,26196,1
51,99448,494,31,17220,0
61,80181,329,51,46516,0
60,25185,620,1,2144,0
30,78535,344,10,27319,1
39,46157,414,84,32414,1
52,74793,739,69,3294,0
66,48497,356,28,41218,1
58,53240,369,35,24673,1
32,74897,375,60,20904,0
32,65519,648,48,3869,1
53,61678,408,50,17610,0
49,34278,696,72,9256,0
31,31615,472,42,16036,1
47,60642,672,29,6553,1
63,61856,435,45,43348,0
31,23882,701,31,38412,0
45,30402,709,44,29367,0
67,32608,767,12,37357,0
52,59851,588,37,8913,0
55,28399,819,61,29180,1
57,49218,365,72,17319,1
68,21600,443,64,31675,1
51,97473,810,87,12377,0
22,93748,598,83,27386,0
41,42297,438,24,27073,1
26,95789,764,83,46608,0
28,62530,343,47,30826,1
65,50144,369,34,35289,1
37,59157,683,99,8101,1
51,50223,423,13,21918,1
56,36956,620,63,29268,0
22,73613,422,79,2976,1
50,22551,758,94,4330,0
45,29062,514,41,6859,0
53,43060,504,67,20933,1
58,86519,831,27,29710,0
47,25145,654,26,4632,0
64,39630,560,47,10417,1
44,70989,608,28,6623,0
67,96134,724,64,4634,0
59,28427,348,86,5383,1
28,57723,537,98,4923,0
34,55091,656,34,49735,1
67,42396,502,74,40223,1
61,53382,498,28,24573,1
49,79860,623,66,20485,0
40,23313,578,32,42651,0
62,36273,325,64,13842,0
35,78256,699,8,15477,1
39,75594,781,26,36319,1
45,24677,834,20,2026,1
66,52162,658,62,21072,0
59,41735,472,40,40535,1
32,23511,635,19,41418,1
37,81765,566,80,30347,0
49,90627,522,20,18520,0
40,44359,515,35,35366,0
25,82104,709,60,20167,1
60,20910,621,32,35034,0
35,66055,612,64,27975,0
53,58729,378,41,13475,1
68,60446,545,73,37777,1
40,47866,400,14,21520,0
39,57008,833,46,19735,1
51,38445,476,95,46678,0
37,28816,623,43,44558,1
52,26890,561,74,4391,1
33,24507,321,73,46924,0
18,25880,849,27,42937,1
66,49685,322,91,10840,1
61,99943,363,45,5159,1
68,68424,644,53,31812,1
59,93580,804,69,32516,0
69,59989,494,31,3213,0
30,27368,319,82,1216,0
48,61347,551,34,10018,1
63,25844,831,54,42072,1
65,49560,497,76,7520,1
43,52616,759,88,18297,0
41,30943,510,40,30672,0
45,38472,800,8,17631,1
50,31816,411,29,23322,0
41,80901,836,82,5200,0
67,51930,540,26,31894,1
20,69346,698,91,49992,1
63,97578,788,59,37892,0
66,41755,406,13,6373,0
41,80531,787,79,42738,0
63,48872,784,10,4832,0
25,47871,634,76,45481,0
61,60009,821,9,24500,0
31,85008,806,81,30203,0
19,72221,752,98,10807,0
23,26583,843,11,8450,1
29,58076,645,86,5786,1
53,64683,582,90,11053,0
43,20520,375,9,39957,1
46,50666,331,6,40382,0
21,36620,591,30,11627,1
47,24972,407,2,4564,0
65,23212,477,19,43250,0
69,54443,445,15,10543,0
33,49608,594,72,49036,0
25,20063,637,57,16093,0
49,40791,603,60,6924,1
52,73003,730,62,38958,1
57,30147,453,3,48082,1
41,88546,554,93,24,1
48,30352,417,46,47483,0
62,46692,404,54,43624,1
56,31838,800,10,37427,0
51,83146,573,52,44133,0
22,30594,321,87,41432,1
31,23894,790,90,29921,0
54,84357,672,7,3366,1
53,86094,490,6,10736,0
34,57215,349,93,17835,1
37,20706,454,57,21830,0
18,78813,314,87,84,0
33,77718,804,12,13609,0
60,74518,512,84,25205,0
40,84062,810,41,39704,0
28,71712,376,69,38850,0
66,80288,459,81,27046,0
21,43105,752,61,29694,0
65,56969,532,25,18979,1
61,80521,800,4,9580,0
40,30946,715,82,11317,1
48,73837,420,29,26131,0
48,58942,608,63,37440,0
22,75872,660,36,21588,1
44,33413,647,45,29355,1
46,79608,375,5,49740,1
30,21062,517,14,42816,0
62,74305,764,1,31786,0
52,68277,489,16,23476,0
26,69899,389,6,39411,0
67,25051,635,56,39322,0
35,86523,523,24,14025,0
32,49758,697,80,13141,1
41,96986,670,24,21954,1
48,97894,580,13,46899,0
64,20125,726,62,21804,1
24,68133,379,80,25586,0
26,71747,652,34,49905,0
33,37183,794,29,29395,1
51,32524,775,13,1932,1
49,40282,555,9,13325,1
40,42006,429,90,36601,0
37,40185,414,89,43392,0
62,36417,362,3,35807,1
53,40138,405,59,12239,1
63,34897,666,4,6293,0
26,90812,464,45,41454,0
31,50981,587,87,11837,0
60,92768,770,72,21193,1
37,41831,322,38,13331,0
30,64697,652,48,44005,1
34,57013,497,12,36337,1
39,22156,475,45,14236,0
22,35887,844,76,34022,1
53,55785,575,21,19461,0
49,37040,767,83,29165,0
46,96268,642,76,40378,0
62,37735,453,62,22284,0
29,86387,429,58,22177,1
52,99344,373,58,15145,0
21,68052,314,76,41867,0
34,77451,786,97,35860,0
38,50779,774,30,37878,1
35,62365,400,75,28615,1
64,73141,722,19,9716,1
56,90506,759,42,26010,0
26,73916,569,51,8913,1
31,98349,330,92,29653,1
59,90961,372,90,33641,0
59,49783,595,59,30096,1
68,99896,827,23,5318,1
41,32823,685,44,34803,1
30,27938,427,3,44801,0
52,25415,708,75,31017,1
33,93257,610,53,42728,0
60,97245,785,47,5607,0
21,52261,654,43,8350,0
20,48837,814,92,1097,0
51,85949,454,86,5947,0
32,69544,844,15,32126,0
48,76608,437,62,25835,1
18,54710,764,34,18370,0
18,63253,774,32,4800,0
50,85300,467,64,46673,0
43,23698,781,3,20587,1
59,67847,437,74,15031,0
18,84075,604,66,23784,0
33,82102,455,86,13118,0
54,94337,471,68,11973,1
69,93825,582,24,3902,0
67,41599,374,30,8039,0
52,42737,535,43,10680,1
25,87324,761,65,31639,1
64,47133,512,83,37385,1
52,84199,595,28,33700,1
68,25346,434,52,19399,1
19,63439,506,16,23000,1
61,54531,656,21,45890,1
35,71045,805,50,45014,0
27,32282,836,41,36017,1
27,61013,711,32,14389,1
62,42251,811,65,422,0
29,33299,379,66,49992,0
56,98513,753,60,30342,1
41,45848,442,31,8309,1
65,55588,557,18,19423,1
39,66414,414,17,41493,0
58,28643,541,8,46791,1
22,83798,726,10,31608,1
39,99517,711,60,31119,0
21,56673,718,55,41770,0
58,96358,315,97,6549,1
35,35741,593,60,4590,1
47,59122,533,80,32858,1
63,22979,729,24,15117,0
50,51156,560,5,5168,1
39,65496,473,89,46796,1
23,98365,504,76,7575,1
55,22916,546,68,3139,1
63,24111,301,36,24340,1
65,97298,669,65,34458,0
55,82254,701,35,35294,1
69,52428,563,83,2174,1
28,92773,839,24,2066,1
63,75653,381,6,11921,0
58,42206,627,75,35826,0
24,46129,613,52,40318,0
41,96839,746,66,24426,1
25,67241,718,14,15749,1
29,24181,336,40,19657,0
27,25864,490,78,35399,1
28,84056,484,34,39571,1
37,80896,807,1,46595,1
55,28331,663,23,42739,0
61,97371,575,1,13251,0
40,53121,623,44,30410,1
39,58072,568,47,26055,1
62,35540,659,28,41824,1
39,66606,778,98,43476,0
56,83688,482,96,11024,1
58,37479,597,87,49269,1
20,20957,638,99,38228,1
52,66806,837,28,15474,1
33,83110,748,69,10927,1
35,97019,413,80,41851,0
30,81385,373,20,41994,1
39,99545,645,52,42937,1
26,57382,788,48,26840,0
23,87817,339,84,41135,0
64,44725,582,17,21376,0
26,22406,364,64,23915,1
35,71604,611,5,19734,1
69,69497,480,60,5250,1
62,29545,569,57,6225,0
50,89976,510,20,38667,0
55,33757,348,69,10108,0
68,95315,441,67,42730,0
39,57059,486,96,45381,0
50,65051,432,89,22930,1
61,36913,394,34,31435,1
46,52804,331,50,43015,1
33,41066,360,1,44291,0
21,43500,844,2,38885,0
53,56896,762,74,28677,1
27,85428,442,18,46199,0
49,32419,558,13,25144,1
49,74487,611,22,16154,1
31,44010,361,7,19900,0
37,41719,660,95,7997,1
35,90027,627,32,7893,1
20,98525,382,66,28217,1
23,75966,739,43,31252,1
35,84707,688,55,43961,0
49,21835,792,37,31624,0
26,58163,773,49,38147,0
43,71717,596,68,26937,0
62,30540,487,47,33180,1
68,89178,605,31,3243,0
59,36464,362,72,46798,0
65,40586,364,77,14620,0
36,69593,518,64,2784,1
23,93068,829,66,20045,1
19,95187,317,4,47612,0
45,20945,478,30,27868,1
65,78210,520,54,32889,1
37,73196,847,30,46810,1
31,70350,845,45,44165,1
50,91443,570,17,28994,1
21,98963,421,80,39846,0
45,76991,780,96,45050,0
54,93349,694,3,23174,0
59,28781,597,28,46382,0
47,77505,785,65,28214,0
35,27595,805,89,33625,0
26,34266,490,31,3594,0
24,22794,457,47,14994,0
53,86873,796,91,1148,0
32,97772,670,13,35636,0
44,41274,549,91,21453,0
66,51656,613,23,39748,0
22,77373,747,4,1465,0
60,86976,414,72,46088,0
55,92419,676,57,34673,0
22,38783,384,83,5246,0
39,28653,705,18,889,0
40,39503,668,45,16963,1
30,46471,506,35,32931,0
23,60748,640,35,22382,0
64,29726,802,99,42139,1
62,58709,427,75,6743,0
62,75258,747,37,5878,0
59,90398,433,76,25002,1
51,89472,556,16,18752,1
19,90121,314,12,43065,0
26,85059,700,61,26962,0
39,96678,613,59,32469,0
43,91637,626,72,13199,0
37,32056,403,65,36965,1
27,66730,811,70,34229,0
38,72994,494,71,17495,0
28,25828,397,43,9494,1
57,26070,585,65,35035,0
38,89035,797,39,33378,0
35,48394,509,14,21627,0
19,46592,770,34,41411,0
53,46923,526,28,33666,1
46,66255,500,65,16424,1
67,71786,364,26,4280,1
39,80280,778,36,14127,1
33,27938,313,34,4880,1
41,66663,647,60,120,1
19,39441,410,25,25516,0
48,78952,847,24,23305,0
43,86147,771,7,3294,1
24,36864,839,25,27249,0
53,60150,559,95,46115,1
54,96994,779,37,37253,1
35,76362,444,13,47685,1
44,91295,675,84,23545,0
47,99288,677,93,14904,0
27,33809,720,31,11279,0
58,84527,745,24,24115,0
48,67158,773,67,18932,0
33,64103,413,45,30530,0
36,93002,519,34,18986,1
66,41980,711,59,39732,0
53,94892,480,6,20758,0
50,39436,453,56,27756,1
23,30425,385,99,40121,1
33,27369,526,13,17216,0
62,96239,327,40,44477,0
21,60096,683,75,48956,1
69,66702,833,13,14337,1
26,24236,637,62,22104,1
42,71076,672,53,45240,0
40,66343,368,56,20817,0
21,72138,552,44,6043,0
22,37855,822,92,30622,1
43,84862,515,68,17210,1
44,67864,742,86,29598,1
21,80919,472,61,5973,0
38,59188,827,54,42992,1
42,50188,462,49,42395,1
28,52714,490,37,38160,1
48,97886,815,18,7954,1
34,84343,847,2,33028,1
24,58747,637,56,24502,0
58,37483,788,50,44495,1
44,77644,648,97,34169,1
66,96439,501,69,35382,0
68,87134,565,12,15933,1
30,67020,819,16,3950,0
48,73792,614,58,46064,0
21,54459,555,94,40414,0
26,26074,540,18,46417,0
60,94791,702,27,28784,1
62,68104,538,91,28878,1
47,57195,557,11,17008,0
41,99702,487,77,36906,1
65,45501,314,66,26134,1
59,25463,398,25,12926,1
21,72748,667,33,48158,0
20,40563,422,35,25674,1
56,40754,683,88,13018,1
46,33187,562,64,41212,1
38,28217,488,45,32681,1
29,59185,590,65,40997,0
35,93683,476,25,27972,1
22,59082,301,53,38650,0
40,34119,461,77,3604,1
34,33334,791,61,48268,0
54,23402,846,34,32331,0
69,96602,599,15,24503,1
48,47620,533,70,29073,1
29,82563,434,82,32088,1
65,84263,594,28,47216,0
65,39799,640,53,41587,1
39,58378,804,22,40170,0
56,92969,542,8,15758,1
69,30218,397,56,1516,1
62,40114,559,24,19875,1
22,50871,383,12,45111,0
68,35207,830,24,8777,0
37,72612,420,1,35759,0
33,42116,342,28,46510,1
27,91151,363,8,27877,1
29,93902,636,3,19523,1
23,55901,570,81,5750,1
40,64876,342,73,4971,0
42,74281,373,59,9423,0
38,54983,831,75,13556,0
36,57901,834,34,29038,0
51,86236,756,20,16688,0
57,41194,798,19,27829,1
37,24863,629,98,18924,1
58,54825,736,59,16480,0
20,82830,616,73,19173,0
24,74317,695,83,10826,1
20,47368,831,38,44251,0
60,38781,836,25,43337,1
61,27915,327,28,27103,1
62,89199,827,97,37944,0
21,92314,467,43,17801,0
51,88749,661,14,3791,1
23,21539,509,26,16762,1
38,75078,694,25,25757,0
61,22946,811,95,14467,0
59,63831,728,57,41476,0
69,78132,573,95,10642,1
21,37045,513,91,10552,0
66,25187,486,26,28599,0
29,82230,769,14,27380,0
68,29464,561,66,36579,1
38,48035,649,70,8481,0
64,79390,547,64,12682,1
51,27237,673,26,28838,1
24,38853,804,34,37454,0
68,30809,585,55,45382,0
57,21760,729,20,10698,0
67,40900,793,54,21854,1
63,39425,700,36,18260,0
57,69113,520,60,15698,0
38,91246,758,3,140,0
42,42804,669,57,13917,1
23,58608,790,35,25462,1
44,78359,809,27,9493,1
52,51227,511,8,3342,1
61,68495,563,93,42658,1
18,27239,477,96,13905,1
34,32358,444,84,5830,1
22,50912,741,57,37954,1
61,94242,769,74,22754,1
49,29765,838,82,30663,1
35,73093,357,33,34972,0
62,89345,400,67,2341,1
58,55102,356,90,32878,0
52,54119,645,83,37262,1
53,36408,584,2,19343,0
